schemaVersion,recordType,source_name,source_url,title,authors,paper_url,github_url,github_stars,published_date,collectedAt
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25495v1,Pose-Anchored Optical Flow for Low-Latency Human Action Anticipation in Human-Robot Teaming,"[""Lewis de Zoete Grundy"", ""Chris McCarthy"", ""Christopher Fluke""]",https://arxiv.org/abs/2608.25495v1,,,2026-08-26T08:07:19Z,2026-08-28T12:32:51.824192+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25490v1,MMJailBench: A Factorized Benchmark for Disentangling Multimodal Jailbreak Vulnerabilities,"[""Tianshi Wang"", ""Jingsong Wang"", ""Yafei Huang"", ""Fengling Li"", ""Xin Li"", ""Lei Zhu""]",https://arxiv.org/abs/2608.25490v1,,,2026-08-26T08:03:55Z,2026-08-28T12:32:51.824243+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25486v1,PonsRAG: A Pons-Inspired RAG Bridging Cognitive Islands for Coordinated Long Narrative Reasoning,"[""Rongchen Zhao"", ""Yu Chen"", ""Juyuan Wang"", ""Zhouting Mo"", ""Jianxing Yu"", ""Wenqing Chen"", ""Jingping Liu""]",https://arxiv.org/abs/2608.25486v1,,,2026-08-26T07:55:44Z,2026-08-28T12:32:51.824281+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25480v1,DeCO: Discriminative Evidence Composition for Fine-Grained Dataset Distillation,"[""Chuixuan Fan"", ""Guang Li"", ""Shijie Wang"", ""Dongzhan Zhou"", ""Baoli Sun"", ""Takahiro Ogawa"", ""Miki Haseyama"", ""Zhihui Wang""]",https://arxiv.org/abs/2608.25480v1,,,2026-08-26T07:52:27Z,2026-08-28T12:32:51.824324+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25479v2,4DStreamCtrl: Interactive Video Generation with Online 4D Control,"[""Shiqian Li"", ""Chenguo Lin"", ""Zhiguang Liu"", ""Yu Tang"", ""Jiarong Ou"", ""Rui Chen"", ""Yixin Zhu""]",https://arxiv.org/abs/2608.25479v2,,,2026-08-26T07:49:39Z,2026-08-28T12:32:51.824381+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25466v1,Homo-RAG: Homology-Guided Retrieval-Augmented Generation for Cross-Species Gene Function Prediction,"[""Azrin Sultana""]",https://arxiv.org/abs/2608.25466v1,,,2026-08-26T07:33:07Z,2026-08-28T12:32:51.824425+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25465v1,Automatic weld seam segmentation for industrial quality control: a comparison of RGB and polarimetric imaging with CNN and transformer architectures,"[""Simone Garbin"", ""Leonardo Venturoso"", ""Marco Todescato""]",https://arxiv.org/abs/2608.25465v1,,,2026-08-26T07:32:43Z,2026-08-28T12:32:51.824479+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25460v1,Training Alignment Auditors via Reinforcement Learning,"[""Paul Rosu"", ""Rowan Wang""]",https://arxiv.org/abs/2608.25460v1,,,2026-08-26T07:28:09Z,2026-08-28T12:32:51.824517+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25457v2,MACGen: Toward Functionally Correct and Secure Code Generation via Multi-Agent Collaboration,"[""Miseon Yu"", ""Jaehoon Choi"", ""Younghan Lee"", ""Yunheung Paek""]",https://arxiv.org/abs/2608.25457v2,,,2026-08-26T07:21:56Z,2026-08-28T12:32:51.824562+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25452v1,VGA-BenchV2: An Expanded Unified Benchmark and Multi-Model Framework for Evaluating Video Aesthetics and Generation Quality,"[""Longteng Jiang"", ""DanDan Zheng"", ""Qianqian Qiao"", ""Heng Huang"", ""Huaye Wang"", ""Yihang Bo"", ""Bao Peng"", ""Jingdong Chen"", ""Jun Zhou"", ""Xin Jin""]",https://arxiv.org/abs/2608.25452v1,,,2026-08-26T07:16:46Z,2026-08-28T12:32:51.824617+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25449v1,"MathAdv: What Theorem Provers Know, Reason, Formalize, and Generalize","[""Jiaxin Yuan"", ""Connor Martinez Lockhart"", ""Xiaoyu Liu"", ""Jiaqi Wang"", ""Chenghao Deng"", ""Xiayimei Han"", ""Vlasios Mastrantonis"", ""Dmitrii Gudin"", ""Shaopeng Zhu"", ""Abdirisak Abdullahi Mohamed"", ""Bilal Hamdi Aytekin"", ""Jiewen Lang"", ""Zezheng Song"", ""Furong Huang""]",https://arxiv.org/abs/2608.25449v1,https://github.com/margotyjx/MathAdv.git.,,2026-08-26T07:12:54Z,2026-08-28T12:32:51.824669+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25435v1,Saliency-Depth Conditioning for Zero-Shot Segmentation of Communication-Tower Components in Cluttered UAV Imagery,"[""Ali Lesani"", ""Chul Min Yeum"", ""Su-Min Kang""]",https://arxiv.org/abs/2608.25435v1,,,2026-08-26T06:47:36Z,2026-08-28T12:32:51.824709+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25429v1,Distance Is Not Enough: Forget-Retain Alignment Gap Predicts LLM Relearning Robustness,"[""Yi Chen"", ""Hanna Hsieh"", ""Shuhong Liu"", ""Chuanbo Hua"", ""Zihan Ma"", ""Kun Wang"", ""Joo-Young Kim""]",https://arxiv.org/abs/2608.25429v1,https://github.com/Yi1-Chen/FRAG.,,2026-08-26T06:39:49Z,2026-08-28T12:32:51.824748+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25428v1,DCGC: Draft-Conditioned Global Correction for Complex Reasoning with Masked Diffusion Models,"[""Minhae Oh"", ""Nakyung Lee"", ""Jungwoo Lee""]",https://arxiv.org/abs/2608.25428v1,,,2026-08-26T06:35:26Z,2026-08-28T12:32:51.824785+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25425v1,RotDroid: Cross-Orientation State Equivalence Testing for Detecting GUI Rotation Bugs in Android Apps,"[""Mengdi Qin"", ""Bo Jiang""]",https://arxiv.org/abs/2608.25425v1,,,2026-08-26T06:30:21Z,2026-08-28T12:32:51.824823+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25417v1,Paint What You See: Benchmarking Dexterous Visual Tool Use in Multimodal Agents,"[""Shudong Liu"", ""Dongyang Chen"", ""Enci Zhang"", ""Jinwei Liang"", ""Zheng Ma"", ""Lewei Lu""]",https://arxiv.org/abs/2608.25417v1,,,2026-08-26T06:19:28Z,2026-08-28T12:32:51.824873+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25410v1,Token-Oriented Semantic Communication with Pretrained Vision Transformers,"[""Jiwoong Im"", ""Minwoo Kim"", ""Jaeho Lee"", ""Yo-Seb Jeon"", ""Yongjune Kim""]",https://arxiv.org/abs/2608.25410v1,,,2026-08-26T06:13:45Z,2026-08-28T12:32:51.824928+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25401v1,"PIVOT: A Multi-Trajectory Dataset and Testbed for Pose, Intrinsics, and Novel Viewpoint Evaluation in Real-World 3D Reconstruction","[""Mary Raymond""]",https://arxiv.org/abs/2608.25401v1,,,2026-08-26T06:02:32Z,2026-08-28T12:32:51.824974+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25399v1,Can your AI agent be cheaper? Investigating the effects of task specifications on token spend in agentic coding tasks,"[""Jakub Smékal""]",https://arxiv.org/abs/2608.25399v1,,,2026-08-26T05:58:12Z,2026-08-28T12:32:51.825016+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.26209v1,Fairness Invariants: A Relational Approach to Explaining and Mitigating Fairness Bugs,"[""Ranit Debnath Akash"", ""Ashish Kumar"", ""Gang Tan"", ""Saeid Tizpaz-Niari""]",https://arxiv.org/abs/2608.26209v1,,,2026-08-26T05:47:17Z,2026-08-28T12:32:51.825072+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25390v1,Refusal geometry reflects refusal training: diverse refusal prefixes can raise stable rank and weaken refusal vector ablation attacks,"[""Andrey Labunets""]",https://arxiv.org/abs/2608.25390v1,,,2026-08-26T05:35:54Z,2026-08-28T12:32:51.825113+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25382v1,Q&A or Document-Based? The Effects of Interface Type on How Screen Reader Users Access Interconnected Documents,"[""Colleen F. Cipriano"", ""Yichun Zhao"", ""Miguel A. Nacenta"", ""Kotaro Hara"", ""Jaylee Soh""]",https://arxiv.org/abs/2608.25382v1,,,2026-08-26T05:16:44Z,2026-08-28T12:32:51.825160+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25379v1,Adaptive Triggering for Bias Correction in LLM Reasoning,"[""Nayoung Kim"", ""Mickey Mancenido"", ""Huan Liu""]",https://arxiv.org/abs/2608.25379v1,,,2026-08-26T05:08:35Z,2026-08-28T12:32:51.825207+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25370v1,CRAMER: Control via Request-Aware Masking for Editing Recommenders,"[""Zhiyuan Julian Su"", ""Naihe Feng"", ""Zhen Luther Qin"", ""Ga Wu""]",https://arxiv.org/abs/2608.25370v1,,,2026-08-26T04:43:23Z,2026-08-28T12:32:51.825247+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25358v1,Where vs What: Decomposing Structural and Content Failures in LLM-Generated Structured Outputs,"[""Yiwei Zhang"", ""Chengke Wu"", ""Li Wang"", ""Jianqiang Li""]",https://arxiv.org/abs/2608.25358v1,,,2026-08-26T04:32:06Z,2026-08-28T12:32:51.825291+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25354v1,Escaping Low-Dimensional Overlap: Multi-Task Model Merging via High-Dimensional Sparse Disentanglement,"[""Yihang Zhang"", ""Shengke Sun"", ""Junjie Wen"", ""Feng Zeng""]",https://arxiv.org/abs/2608.25354v1,,,2026-08-26T04:16:31Z,2026-08-28T12:32:51.825332+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25344v1,CoRE: Weakly Supervised Coarse-to-Fine Risk Evidence Learning in Driving Videos,"[""Kaiser Hamid"", ""Can Cui"", ""Nade Liang""]",https://arxiv.org/abs/2608.25344v1,,,2026-08-26T04:01:31Z,2026-08-28T12:32:51.825382+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25329v1,Learning What to Share and What to Personalize: Hierarchical Strategy Co-Evolution for Agent Memory,"[""Yupeng Han"", ""Shuochen Liu"", ""Kai Zhang"", ""Ze Liu"", ""Zhihong Pan"", ""Xianquan Wang""]",https://arxiv.org/abs/2608.25329v1,,,2026-08-26T03:24:52Z,2026-08-28T12:32:51.825428+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25327v1,Neither Precision Nor Architecture Alone: Controlled Tests of Failure Remedies for Physics-Informed Neural Networks,"[""Jinyuan Zhang"", ""Peng He"", ""He Hu"", ""Yin Yuan"", ""ShengShuo Jiao""]",https://arxiv.org/abs/2608.25327v1,,,2026-08-26T03:20:24Z,2026-08-28T12:32:51.825489+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25325v1,FinRiskAtlas: Decision-Aligned Evaluation of Large Language Models for Financial Risk Review,"[""Suyang Zhong"", ""Jingzhe Zhu"", ""Qi Xu"", ""Liyao Sun"", ""Yin Wang"", ""Qingqing Sun"", ""Shuai Chen"", ""Tianyi Zhang""]",https://arxiv.org/abs/2608.25325v1,,,2026-08-26T03:13:15Z,2026-08-28T12:32:51.825545+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25321v1,LLMscope: Extracting LLM Assets from Edge AI Chips via Optical Probing,"[""Dev Mehta"", ""Lily Dukette"", ""William Folan"", ""Olivia Kochol"", ""Noah Solomon"", ""Shahin Tajik"", ""Fatemeh Ganji""]",https://arxiv.org/abs/2608.25321v1,,,2026-08-26T03:06:12Z,2026-08-28T12:32:51.825588+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25291v1,InsightSR: Refining Symbolic Regression Search Spaces via Parallel Semantic and Structural LLM Guidance,"[""Yating Ling"", ""Wenjing Cun"", ""Zhitang Chen""]",https://arxiv.org/abs/2608.25291v1,,,2026-08-26T02:04:20Z,2026-08-28T12:32:51.825632+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25289v1,Combining Self-Embedding Audio Watermarking with Ultra-Low-Bitrate Neural Codecs,"[""Yigitcan Özer"", ""Xin Wang"", ""Zhe Zhang"", ""Junichi Yamagishi""]",https://arxiv.org/abs/2608.25289v1,,,2026-08-26T01:55:15Z,2026-08-28T12:32:51.825678+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25286v1,BixBench3: Benchmarking AI agents on research-study-scale computational biology tasks,"[""Zane Koch"", ""Asmamaw T. Wassie"", ""Javier Valdes-Aleman"", ""Jason Lee"", ""Michaela M. Hinks"", ""Samuel G. Rodriques"", ""Andrew D. White"", ""Jon M. Laurent""]",https://arxiv.org/abs/2608.25286v1,,,2026-08-26T01:45:55Z,2026-08-28T12:32:51.825740+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25285v1,A Training-Free Proactive Defense Against Partial Speech Manipulation via Self-Embedding Steganography,"[""Yigitcan Özer"", ""Zhe Zhang"", ""Wanying Ge"", ""Xin Wang"", ""Junichi Yamagishi""]",https://arxiv.org/abs/2608.25285v1,,,2026-08-26T01:45:35Z,2026-08-28T12:32:51.825779+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25284v1,Generative Action-Chunk Sampling for Adaptive Stiffness Control in Physical Human-Robot Collaboration,"[""Aoi Otake"", ""Ferdinand Hartmann"", ""Ko Igari"", ""Shingo Murata""]",https://arxiv.org/abs/2608.25284v1,,,2026-08-26T01:44:11Z,2026-08-28T12:32:51.825821+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25282v1,SHSP: Structure-Aware Hierarchical Solution Prediction for Mixed-Integer Linear Programming,"[""Zherong Zhang"", ""Guanlin Li"", ""Chengrui Gao"", ""Haopu Shang"", ""Ke Xue"", ""Jixiang Lu"", ""Weiyong Yang"", ""Chao Qian""]",https://arxiv.org/abs/2608.25282v1,,,2026-08-26T01:41:45Z,2026-08-28T12:32:51.825878+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25277v1,Routed Graph Handoff: Adaptive Format Selection for Multi-Agent LLM Delegation,"[""Pratyay Banerjee"", ""Ankit Chadha""]",https://arxiv.org/abs/2608.25277v1,,,2026-08-26T01:24:34Z,2026-08-28T12:32:51.825918+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25275v1,PhaseShift: Topology-Aware Data Harmonization and Model Consolidation Across Signalized Intersections,"[""Yash Ranjan"", ""Artur Kumik"", ""Rahul Sengupta"", ""Anand Rangarajan"", ""Sanjay Ranka""]",https://arxiv.org/abs/2608.25275v1,,,2026-08-26T01:22:49Z,2026-08-28T12:32:51.825973+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25261v1,Hierarchical MoE for Multi-Modal ILD Diagnosis,"[""Alec K. Peltekian"", ""Gorkem Durak"", ""Halil Ertugrul Aktas"", ""Carrie Lynn Richardson"", ""Mary Carns"", ""Kathleen Aren"", ""GR Scott Budinger"", ""Anthony J. Esposito"", ""Alexander Misharin"", ""Alok Nidhi Choudhary"", ""Ankit Agrawal"", ""Ulas Bagci""]",https://arxiv.org/abs/2608.25261v1,,,2026-08-26T00:53:55Z,2026-08-28T12:32:51.826017+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25258v1,Neural-Bayesian Structure Learning for Discrete Choice Modeling,"[""Hyunsoo Yun"", ""Eun Hak Lee"", ""Jiaru Zhang"", ""Ziran Wang"", ""Eui-Jin Kim""]",https://arxiv.org/abs/2608.25258v1,,,2026-08-26T00:42:54Z,2026-08-28T12:32:51.826068+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25251v1,"What Do Medical Vision-Language Models Learn in Radiology? Transfer, Alignment, and Source-Proxy Leakage Under Distribution Shift","[""Ayoub Louaye Bouaziz"", ""Lokmane Chebouba"", ""Yassine Himeur""]",https://arxiv.org/abs/2608.25251v1,,,2026-08-26T00:19:45Z,2026-08-28T12:32:51.826114+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25241v1,A Few Pages of Markdown: Committed AI Configuration and Lower Quality Cost after Coding-Agent Adoption,"[""Yegor Denisov-Blanch"", ""Shyam Agarwal"", ""Pavel Azaletskiy"", ""Hao He"", ""Rylan Schaeffer"", ""Brando Miranda"", ""Bogdan Vasilescu"", ""Sanmi Koyejo""]",https://arxiv.org/abs/2608.25241v1,,,2026-08-26T00:00:48Z,2026-08-28T12:32:51.826164+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25236v1,"Rare Diseases, Common Dilemmas: LLMs Prioritize Equal Resource Distribution over Patient Benefit in Decision-Making","[""Minda Zhao"", ""Xu Han"", ""Rishabh Goel"", ""Maya Dagan"", ""Noa Dagan"", ""Adithya Madduri"", ""Payal Chandak"", ""Shilpa Nadimpalli Kobren"", ""Isaac S. Kohane""]",https://arxiv.org/abs/2608.25236v1,,,2026-08-25T23:54:22Z,2026-08-28T12:32:51.826216+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25231v1,Output Dilution: Redundant but Fragile Representations in MoE Models,"[""Orion Reblitz-Richardson""]",https://arxiv.org/abs/2608.25231v1,,,2026-08-25T23:41:07Z,2026-08-28T12:32:51.826253+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.26204v1,ADeptS-Bench: Measuring the Trustworthiness of Computer Use Agents Across Devices,"[""Joy Chen"", ""Alejandro Castillejo Munoz"", ""Pierluca D'Oro"", ""Yuxuan Sun"", ""Chloe Evans"", ""Joseph Tighe""]",https://arxiv.org/abs/2608.26204v1,,,2026-08-25T23:21:57Z,2026-08-28T12:32:51.826297+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25220v1,FLARE: Verifying MILP Reformulations with LLM-Based Theorem Proving,"[""Henry Robbins"", ""Connor Lawless"", ""Madeleine Udell"", ""Ellen Vitercik""]",https://arxiv.org/abs/2608.25220v1,,,2026-08-25T23:19:41Z,2026-08-28T12:32:51.826341+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25217v1,"LLM-Driven, Datasheet-Aware Automated Hardware Compatibility Verification for Early-Stage, Pre-Schematic Embedded System Design","[""Haotian Qiao"", ""Robert P. Dick""]",https://arxiv.org/abs/2608.25217v1,,,2026-08-25T23:12:48Z,2026-08-28T12:32:51.826388+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25215v1,"Federation Is Nearly Free, Reasoning Is Not: Tradeoffs for AI Co-Scientists in Protein Characterization Workflows","[""Maia Kapur"", ""Timothy Boe"", ""Abby Jerger"", ""Paul Rigor""]",https://arxiv.org/abs/2608.25215v1,,,2026-08-25T23:11:14Z,2026-08-28T12:32:51.826436+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25202v1,SPECMINE: A Large-Scale Corpus of Spec-Driven Development Artifacts,"[""Shyam Agarwal"", ""Bogdan Vasilescu""]",https://arxiv.org/abs/2608.25202v1,,,2026-08-25T22:43:30Z,2026-08-28T12:32:51.826483+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25200v1,Learning Mixtures of Plackett-Luce Models for Multi-Objective Alignment,"[""Dongyue Li"", ""Ziniu Zhang"", ""Lu Wang"", ""Hongyang R. Zhang""]",https://arxiv.org/abs/2608.25200v1,,,2026-08-25T22:42:37Z,2026-08-28T12:32:51.826531+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25199v1,Hyperbolic Latent Geometry for Tree-Structured Prototype Networks: A Local-vs-Global Trade-off,"[""Peter Flo"", ""Luca Grossmann""]",https://arxiv.org/abs/2608.25199v1,,,2026-08-25T22:42:20Z,2026-08-28T12:32:51.826579+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25198v1,Tunable Tool-Call Rates in LLM Agents via Representation Steering,"[""Yuqi Chen"", ""Vincent Siu"", ""Yang Liu"", ""Dawn Song"", ""Chenguang Wang""]",https://arxiv.org/abs/2608.25198v1,https://github.com/YuqiChen4188/Steering-Tool-Use-Propensity.,,2026-08-25T22:35:18Z,2026-08-28T12:32:51.826642+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25180v1,Self-Explanation Tutor for Active Study of CS1 Worked Examples,"[""Arun-Balajiee Lekshmi-Narayanan"", ""Mohammad Hassany"", ""Kamil Akhuseyinoglu"", ""Rully Hendrawan"", ""Peter Brusilovsky""]",https://arxiv.org/abs/2608.25180v1,,,2026-08-25T21:54:47Z,2026-08-28T12:32:51.826694+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25178v1,Lightweight Machine Learning-Driven Monocular Sidewalk Path Extraction for Embedded Micromobility Navigation,"[""Lkhanaajav Mijiddorj"", ""Yang Yan"", ""Tyler Beringer"", ""Bilguunzaya Mijiddorj"", ""Alex N. Ho"", ""Bin Xu"", ""Binbin Weng""]",https://arxiv.org/abs/2608.25178v1,,,2026-08-25T21:49:18Z,2026-08-28T12:32:51.826751+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25177v1,AudioLens: Multi-Perspective Speech Clustering with Reasoning Audio-Language Models,"[""Wenjun Huang"", ""Qiaosong Chu"", ""Tiger Shao"", ""Pengfei Zhang"", ""Yutong Song"", ""Hanning Chen"", ""Yezi Liu"", ""Weiyi Wu"", ""SungHeon Jeong"", ""Ryozo Masukawa"", ""Sanggeon Yun"", ""Yang Ni"", ""Jiang Gui"", ""Mohsen Imani""]",https://arxiv.org/abs/2608.25177v1,,,2026-08-25T21:47:57Z,2026-08-28T12:32:51.826801+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25163v1,Bayesian Flow Networks for Offline Trajectory Planning,"[""Ludvig Killingberg"", ""Helge Langseth""]",https://arxiv.org/abs/2608.25163v1,,,2026-08-25T21:19:35Z,2026-08-28T12:32:51.826837+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25158v1,FuzzingBrain-Bench V1: Evaluating Open-Ended Bug Discovery by LLMs,"[""Ze Sheng"", ""Aleksandar Kezic"", ""Zhicheng Chen"", ""Jeff Huang""]",https://arxiv.org/abs/2608.25158v1,https://github.com/fuzzingbrain/FuzzingBrain-Bench.,,2026-08-25T21:09:20Z,2026-08-28T12:32:51.826886+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25152v1,Belief Cascades Drive Persuasion in LLM Agent Networks,"[""Haoyi Qiu"", ""Genglin Liu"", ""Pranav Narayanan Venkit"", ""Kung-Hsiang Huang"", ""Saadia Gabriel"", ""Chien-Sheng Wu"", ""Nanyun Peng""]",https://arxiv.org/abs/2608.25152v1,,,2026-08-25T21:01:19Z,2026-08-28T12:32:51.826933+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25148v1,Can You Trust Frozen Hematology Foundation Models under Acquisition Shift?,"[""Jai Kumar Sharma"", ""Peeyush Tapadiya""]",https://arxiv.org/abs/2608.25148v1,,,2026-08-25T20:55:57Z,2026-08-28T12:32:51.826991+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25142v1,SkyDrive: Learning to Drive in a New City from Aerial Traffic Monitoring,"[""Weijiang Xiong"", ""Lan Feng"", ""Alexandre Alahi"", ""Nikolas Geroliminis""]",https://arxiv.org/abs/2608.25142v1,,,2026-08-25T20:47:09Z,2026-08-28T12:32:51.827041+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25138v1,Drift Variation Autoencoder: Unifying Generation and Representation Learning through Conditional Posterior Flow Matching,"[""Jiarui Cao""]",https://arxiv.org/abs/2608.25138v1,,,2026-08-25T20:38:50Z,2026-08-28T12:32:51.827090+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25128v1,When Does Context Routing Help? A Systematic Study of Multi-Modal Fusion in Time Series Forecasting,"[""Ruizhe Zhou"", ""Gaoyuan Du"", ""Xiaoyang Liu"", ""Haoqi Yao"", ""Deepayan Chakrabarti"", ""Jiating Lin"", ""Yixuan Shen""]",https://arxiv.org/abs/2608.25128v1,,,2026-08-25T20:25:49Z,2026-08-28T12:32:51.827148+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25123v1,SelfGraphRAG: Bridging the Supervision Gap in Graph-Based RAG with Synthetic QA Generation,"[""Ben Lagnese"", ""Manas Gaur""]",https://arxiv.org/abs/2608.25123v1,,,2026-08-25T20:18:05Z,2026-08-28T12:32:51.827183+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25118v1,Toward Machine Learning with the Unit as a Primitive: Learning from Unit-Linked Events,"[""Heyang Gong""]",https://arxiv.org/abs/2608.25118v1,,,2026-08-25T20:14:26Z,2026-08-28T12:32:51.827243+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25116v1,GRAPE: Gradient Refinement and Progress-Aware Exploitation for Query-Efficient High-Dimensional Bayesian Optimization,"[""Richard Cornelius Suwandi"", ""Feng Yin""]",https://arxiv.org/abs/2608.25116v1,,,2026-08-25T20:12:12Z,2026-08-28T12:32:51.827285+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25114v1,Flower Hub: A Reproducible Benchmarking Platform for Federated Learning in Simulation and Deployment,"[""Yan Gao"", ""Mohammad Naseri"", ""Javier Fernandez-Marques"", ""Dimitris Stripelis"", ""Lorenzo Sani"", ""Davide Eynard"", ""Fan Zhang"", ""Hong Jia"", ""Ting Dang"", ""D. B. Emerson"", ""Fatemeh Tavakoli"", ""Ole Werger"", ""Lars Wulfert"", ""Petros Demetrakopoulos"", ""Sofia Tsekeridou"", ""InSeo Song"", ""KangYoon Lee"", ""Honghao Li"", ""Lingjuan Lyu"", ""John P Dickerson"", ""Daniel Janes Beutel"", ""Nicholas D. Lane""]",https://arxiv.org/abs/2608.25114v1,,,2026-08-25T20:09:44Z,2026-08-28T12:32:51.827349+00:00
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2608.25100v1,"Towards Reliable, Generalizable, and Specific In-Context Knowledge Editing via Multi-Objective Reinforcement Learning","[""Xuzhong Wang"", ""Maiqi Jiang"", ""Tejal Nair"", ""Girija Bhusal"", ""Yanfu Zhang"", ""Haipeng Chen""]",https://arxiv.org/abs/2608.25100v1,,,2026-08-25T19:50:47Z,2026-08-28T12:32:51.827398+00:00
