organization,official_website,logo_url,verification_status,source_type
LocalAI-io,https://huggingface.co/LocalAI-io/privacy-filter-nemotron-GGUF,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
albert,https://huggingface.co/albert/albert-base-v2,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
Lykon,https://huggingface.co/Lykon/dreamshaper-7,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
PaddlePaddle,https://huggingface.co/PaddlePaddle/PP-DocLayoutV3_safetensors,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
ReliquaryForge,https://huggingface.co/ReliquaryForge/qwen3-4b-base-dapo-v4,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
MIT,https://huggingface.co/MIT/ast-finetuned-audioset-10-10-0.4593,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
amunchet,https://huggingface.co/amunchet/rorshark-vit-base,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
lxyuan,https://huggingface.co/lxyuan/distilbert-base-multilingual-cased-sentiments-student,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
eddiegulay,https://huggingface.co/eddiegulay/wav2vec2-large-xlsr-mvc-swahili,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
hustvl,https://huggingface.co/hustvl/vitmatte-small-composition-1k,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
protoLabsAI,https://huggingface.co/protoLabsAI/Ornith-1.0-35B-FP8,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
almanach,https://huggingface.co/almanach/camembert-base,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
AdamCodd,https://huggingface.co/AdamCodd/vit-base-nsfw-detector,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
circlestone-labs,https://huggingface.co/circlestone-labs/Anima,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
finiteautomata,https://huggingface.co/finiteautomata/bertweet-base-sentiment-analysis,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
TrustSafeAI,https://huggingface.co/TrustSafeAI/RADAR-Vicuna-7B,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
NeuML,https://huggingface.co/NeuML/pubmedbert-base-embeddings,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
OBLITERATUS,https://huggingface.co/OBLITERATUS/Qwen3.8-27B-OBLITERATED,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
nm-testing,https://huggingface.co/nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
elgeish,https://huggingface.co/elgeish/wav2vec2-large-xlsr-53-arabic,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
yiyanghkust,https://huggingface.co/yiyanghkust/finbert-tone,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
Leo97,https://huggingface.co/Leo97/KoELECTRA-small-v3-modu-ner,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
SWivid,https://huggingface.co/SWivid/F5-TTS,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
kha-white,https://huggingface.co/kha-white/manga-ocr-base,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
softcatala,https://huggingface.co/softcatala/wav2vec2-large-xlsr-catala,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
Inferact,https://huggingface.co/Inferact/Qwen3.8-27B-NVFP4,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
ahotrod,https://huggingface.co/ahotrod/electra_large_discriminator_squad2_512,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
Ransaka,https://huggingface.co/Ransaka/sinlib,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
casperhansen,https://huggingface.co/casperhansen/llama-3.3-70b-instruct-awq,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
black-forest-labs,https://blackforestlabs.ai/,https://www.google.com/s2/favicons?domain=blackforestlabs.ai&sz=128,verified_official,known_official_mapping
protectai,https://huggingface.co/protectai/deberta-v3-base-prompt-injection-v2,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
Snowflake,https://huggingface.co/Snowflake/snowflake-arctic-embed-l-v2.0,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
PekingU,https://huggingface.co/PekingU/rtdetr_r101vd_coco_o365,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
palmfuture,https://huggingface.co/palmfuture/Qwen3.6-35B-A3B-GPTQ-Int4,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
Tongyi-MAI,https://huggingface.co/Tongyi-MAI/Z-Image-Turbo,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
Intel,https://www.intel.com/,https://www.google.com/s2/favicons?domain=intel.com&sz=128,verified_official,known_official_mapping
gvs,https://huggingface.co/gvs/wav2vec2-large-xlsr-malayalam,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
livekit,https://huggingface.co/livekit/turn-detector,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
stepfun-ai,https://huggingface.co/stepfun-ai/GOT-OCR2_0,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
wangzhang,https://huggingface.co/wangzhang/gemma-4-31B-it-abliterated,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
bartowski,https://huggingface.co/bartowski/endless-frontier_BigBang-v1-GGUF,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
tencent,https://www.tencent.com/,https://www.google.com/s2/favicons?domain=tencent.com&sz=128,verified_official,known_official_mapping
ByteDance-Seed,https://huggingface.co/ByteDance-Seed/UI-TARS-1.5-7B,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
larryvrh,https://huggingface.co/larryvrh/MiniMax-H3-Turbo-Lora,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
AungMoonLord,https://huggingface.co/AungMoonLord/bert-log-anomaly-detection,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
briaai,https://huggingface.co/briaai/RMBG-2.0,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
kredor,https://huggingface.co/kredor/punctuate-all,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
kernels-community,https://huggingface.co/kernels-community/flash-attn3,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
gabor-hosu,https://huggingface.co/gabor-hosu/e5-mistral-7b-instruct-bnb-4bit,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
mradermacher,https://huggingface.co/mradermacher/Qwen3-VL-8B-Instruct-abliterated-GGUF,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
ai-sage,https://huggingface.co/ai-sage/Giga-Embeddings-instruct,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
legraphista,https://huggingface.co/legraphista/glm-4-9b-chat-IMat-GGUF,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
AEON-7,https://huggingface.co/AEON-7/Qwen3.6-35B-A3B-heretic-NVFP4,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
ISTA-DASLab,https://huggingface.co/ISTA-DASLab/gemma-3-27b-it-GPTQ-4b-128g,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
zeroentropy,https://huggingface.co/zeroentropy/zerank-2-reranker,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
kyutai,https://huggingface.co/kyutai/mimi,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
neuralbioinfo,https://huggingface.co/neuralbioinfo/prokbert-mini-promoter,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
swiss-ai,https://huggingface.co/swiss-ai/Apertus-8B-Instruct-2509,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
lvwerra,https://huggingface.co/lvwerra/distilbert-imdb,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
city96,https://huggingface.co/city96/Wan2.1-I2V-14B-480P-gguf,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
FINAL-Bench,https://huggingface.co/FINAL-Bench/POCKET-35B-GGUF,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
YituTech,https://huggingface.co/YituTech/conv-bert-base,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
meta-models,https://huggingface.co/meta-models/Muse-Glimmer-30B,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
lfcc,https://huggingface.co/lfcc/bert-portuguese-ner,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
DeepBeepMeep,https://huggingface.co/DeepBeepMeep/MiniMax-H3,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
alsgyu,https://huggingface.co/alsgyu/sentiment-analysis-fine-tuned-model,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
Orion-zhen,https://huggingface.co/Orion-zhen/Qwen2.5-Coder-7B-Instruct-AWQ,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
poolside,https://huggingface.co/poolside/Laguna-S-2.1-GGUF,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
boboliu,https://huggingface.co/boboliu/Qwen3-Embedding-4B-W4A16-G128,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
SamLowe,https://huggingface.co/SamLowe/roberta-base-go_emotions,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
boltzgen,https://huggingface.co/boltzgen/boltzgen-1,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
yyfz233,https://huggingface.co/yyfz233/Pi3X,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
OpenGVLab,https://huggingface.co/OpenGVLab/InternVL2-1B,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
aubmindlab,https://huggingface.co/aubmindlab/bert-base-arabertv02,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
infinitejoy,https://huggingface.co/infinitejoy/wav2vec2-large-xls-r-300m-welsh,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
yuxinlu1,https://huggingface.co/yuxinlu1/gemma-4-12B-agentic-fable5-composer2.5-v2-3.5x-tau2-GGUF,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
empero-ai,https://huggingface.co/empero-ai/Qwythos-9B-v2-GGUF,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
segment-any-text,https://huggingface.co/segment-any-text/sat-3l-sm,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
distil-whisper,https://huggingface.co/distil-whisper/distil-large-v3,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
papluca,https://huggingface.co/papluca/xlm-roberta-base-language-detection,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
realrebelai,https://huggingface.co/realrebelai/MiniMax-H3_GGUFs,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
deepset,https://huggingface.co/deepset/roberta-base-squad2,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
m3hrdadfi,https://huggingface.co/m3hrdadfi/wav2vec2-large-xlsr-lithuanian,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
AbelZimba,https://huggingface.co/AbelZimba/whisper-bemba-stt,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
llamafactory,https://huggingface.co/llamafactory/tiny-random-Llama-3,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
rinna,https://huggingface.co/rinna/japanese-gpt-neox-small,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
mpoyraz,https://huggingface.co/mpoyraz/wav2vec2-xls-r-300m-cv7-turkish,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
Babelscape,https://huggingface.co/Babelscape/wikineural-multilingual-ner,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
ElKulako,https://huggingface.co/ElKulako/cryptobert,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
minishlab,https://huggingface.co/minishlab/potion-base-8M,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
hugging-quants,https://huggingface.co/hugging-quants/gemma-2-9b-it-AWQ-INT4,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
vumichien,https://huggingface.co/vumichien/wav2vec2-large-xlsr-japanese-hiragana,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
bosonai,https://huggingface.co/bosonai/higgs-tts-2-3b-base,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
onecxi,https://huggingface.co/onecxi/open-vakgyata,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
zed-industries,https://huggingface.co/zed-industries/zeta,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
j-hartmann,https://huggingface.co/j-hartmann/emotion-english-distilroberta-base,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
SpideyDLK,https://huggingface.co/SpideyDLK/wav2vec2-large-xls-r-300m-sinhala-low-LR-part1,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
anton-l,https://huggingface.co/anton-l/wav2vec2-large-xlsr-53-estonian,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
ncbi,https://huggingface.co/ncbi/MedCPT-Cross-Encoder,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
tiiuae,https://www.tii.ae/,https://www.google.com/s2/favicons?domain=tii.ae&sz=128,verified_official,known_official_mapping
griko,https://huggingface.co/griko/gender_cls_svm_ecapa_voxceleb,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
noneUsername,https://huggingface.co/noneUsername/Mistral-Nemo-Instruct-2407-W8A8-Dynamic-Per-Token,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
dots-studio,https://huggingface.co/dots-studio/dots.mocr,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
yikuan8,https://huggingface.co/yikuan8/Clinical-Longformer,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
ku-nlp,https://huggingface.co/ku-nlp/deberta-v2-large-japanese-char-wwm,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
wikeeyang,https://huggingface.co/wikeeyang/Flux2-Klein-9B-True-V2,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
RunDiffusion,https://huggingface.co/RunDiffusion/Juggernaut-XL-v9,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
circulus,https://huggingface.co/circulus/canvers-en2ko-v1,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
cl-nagoya,https://huggingface.co/cl-nagoya/ruri-v3-310m,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
MilaNLProc,https://huggingface.co/MilaNLProc/xlm-emo-t,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
MCG-NJU,https://huggingface.co/MCG-NJU/videomae-base,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
florence-community,https://huggingface.co/florence-community/Florence-2-large,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
hubertsiuzdak,https://huggingface.co/hubertsiuzdak/snac_24khz,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
ProCreations,https://huggingface.co/ProCreations/grug-27b-gguf,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
AnkitAI,https://huggingface.co/AnkitAI/Parable-Qwen3-4B-Claude-Fable-5-GGUF,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
SicariusSicariiStuff,https://huggingface.co/SicariusSicariiStuff/Assistant_Pepe_8B,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
Jackrong,https://huggingface.co/Jackrong/Qwopus3.6-35B-A3B-Coder-MTP-GGUF,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
typeform,https://huggingface.co/typeform/distilbert-base-uncased-mnli,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
Mia-AiLab,https://huggingface.co/Mia-AiLab/Gemmable-4-12B-MTP-GGUF,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
OpenMuQ,https://huggingface.co/OpenMuQ/MuQ-large-msd-iter,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
mlabonne,https://huggingface.co/mlabonne/Qwen3-30B-A3B-abliterated,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
optimum-intel-internal-testing,https://huggingface.co/optimum-intel-internal-testing/tiny-random-LlamaForCausalLM,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
bkai-foundation-models,https://huggingface.co/bkai-foundation-models/vietnamese-bi-encoder,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
deepgrove,https://huggingface.co/deepgrove/maple-preview-GGUF,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
pnnbao-ump,https://huggingface.co/pnnbao-ump/VieNeu-TTS-v3-Turbo,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
huawei-noah,https://huggingface.co/huawei-noah/TinyBERT_General_4L_312D,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
solidrust,https://huggingface.co/solidrust/Mistral-7B-Instruct-v0.3-AWQ,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
MJPansa,https://huggingface.co/MJPansa/DeepSeek-V4-Flash-0731-NVFP4,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
dascim,https://huggingface.co/dascim/juribert-base,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
Arunavaonly,https://huggingface.co/Arunavaonly/Bangla-twoclass-Sentiment-Analyzer,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
obi,https://huggingface.co/obi/deid_roberta_i2b2,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
TimKond,https://huggingface.co/TimKond/S-PubMedBert-MedQuAD,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
emrecan,https://huggingface.co/emrecan/bert-base-turkish-cased-mean-nli-stsb-tr,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
sumedh,https://huggingface.co/sumedh/wav2vec2-large-xlsr-marathi,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
Musixmatch,https://huggingface.co/Musixmatch/umberto-commoncrawl-cased-v1,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
videosdk-live,https://huggingface.co/videosdk-live/Namo-Turn-Detector-v1-Korean,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
naver,https://huggingface.co/naver/splade-cocondenser-ensembledistil,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
cointegrated,https://huggingface.co/cointegrated/rubert-tiny-toxicity,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
OpenMOSS-Team,https://huggingface.co/OpenMOSS-Team/MOSS-TTS-v1.5,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
SG161222,https://huggingface.co/SG161222/RealVisXL_V5.0,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
ucbye,https://huggingface.co/ucbye/Qwen3-Coder-Next-NVFP4-GB10,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
SmilingWolf,https://huggingface.co/SmilingWolf/wd-swinv2-tagger-v3,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
dccuchile,https://huggingface.co/dccuchile/bert-base-spanish-wwm-uncased,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
FremyCompany,https://huggingface.co/FremyCompany/BioLORD-2023,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
RamManavalan,https://huggingface.co/RamManavalan/Qwen3-VL-Embedding-8B-FP8,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
Freepik,https://huggingface.co/Freepik/nsfw_image_detector,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
infly,https://huggingface.co/infly/Infinity-Parser2-Pro,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
amoghsgopadi,https://huggingface.co/amoghsgopadi/wav2vec2-large-xlsr-kn,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
CohereLabs,https://huggingface.co/CohereLabs/cohere-transcribe-03-2026,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
IlyaGusev,https://huggingface.co/IlyaGusev/saiga_llama3_8b,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
stefan-it,https://huggingface.co/stefan-it/wav2vec2-large-xlsr-53-basque,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
llmfan46,https://huggingface.co/llmfan46/gemma-4-E4B-it-uncensored-heretic,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
AlfonsoM,https://huggingface.co/AlfonsoM/Rocinante-12B-v1.1-GPTQ,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
VoVanPhuc,https://huggingface.co/VoVanPhuc/sup-SimCSE-VietNamese-phobert-base,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
NousResearch,https://huggingface.co/NousResearch/Hermes-3-Llama-3.1-8B,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
DrishtiSharma,https://huggingface.co/DrishtiSharma/wav2vec2-large-xls-r-300m-bg-d2,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
fastino,https://huggingface.co/fastino/gliner2-base-v1,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
primeline,https://huggingface.co/primeline/whisper-large-v3-turbo-german,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
LilaRest,https://huggingface.co/LilaRest/gemma-4-31B-it-NVFP4-turbo,https://huggingface.co/front/assets/huggingface_logo-noborder.svg,primary_model_source,Hugging Face model page
